timestamp,gnb_id,cell_id,trace_id,ue_id,event_type
2026-07-06T00:05:21.475,gNB-002,NRCell-004,166948ca6e,UE-415550,RRC_SETUP_REQUEST
2026-07-06T00:05:21.520,gNB-002,NRCell-004,166948ca6e,UE-415550,RRC_SETUP_COMPLETE
2026-07-06T00:05:21.655,gNB-002,NRCell-004,166948ca6e,UE-415550,PDU_SESSION_ESTABLISHED
2026-07-06T00:06:42.052,gNB-002,NRCell-004,166948ca6e,UE-415550,NORMAL_RELEASE
2026-07-06T00:08:05.861,gNB-001,NRCell-001,46ac38ed1e,UE-854563,RRC_SETUP_REQUEST
2026-07-06T00:08:05.906,gNB-001,NRCell-001,46ac38ed1e,UE-854563,RRC_SETUP_COMPLETE
2026-07-06T00:08:06.041,gNB-001,NRCell-001,46ac38ed1e,UE-854563,PDU_SESSION_ESTABLISHED
2026-07-06T00:09:22.428,gNB-001,NRCell-001,46ac38ed1e,UE-854563,NORMAL_RELEASE
2026-07-06T00:11:28.923,gNB-002,NRCell-006,b8c30adadf,UE-162096,RRC_SETUP_REQUEST
2026-07-06T00:11:28.983,gNB-002,NRCell-006,b8c30adadf,UE-162096,RRC_SETUP_FAILURE
2026-07-06T00:13:45.394,gNB-002,NRCell-004,ccd8030b57,UE-796667,RRC_SETUP_REQUEST
2026-07-06T00:13:45.439,gNB-002,NRCell-004,ccd8030b57,UE-796667,RRC_SETUP_COMPLETE
2026-07-06T00:13:45.574,gNB-002,NRCell-004,ccd8030b57,UE-796667,PDU_SESSION_ESTABLISHED
2026-07-06T00:14:19.157,gNB-001,NRCell-001,e727bfe905,UE-791856,RRC_SETUP_REQUEST
2026-07-06T00:14:19.202,gNB-001,NRCell-001,e727bfe905,UE-791856,RRC_SETUP_COMPLETE
2026-07-06T00:14:19.337,gNB-001,NRCell-001,e727bfe905,UE-791856,PDU_SESSION_ESTABLISHED
2026-07-06T00:14:27.908,gNB-001,NRCell-002,893216d15d,UE-921701,RRC_SETUP_REQUEST
2026-07-06T00:14:27.953,gNB-001,NRCell-002,893216d15d,UE-921701,RRC_SETUP_COMPLETE
2026-07-06T00:14:28.088,gNB-001,NRCell-002,893216d15d,UE-921701,PDU_SESSION_ESTABLISHED
2026-07-06T00:14:55.032,gNB-002,NRCell-004,ccd8030b57,UE-796667,HANDOVER_EXECUTION
2026-07-06T00:15:08.429,gNB-001,NRCell-001,e727bfe905,UE-791856,HANDOVER_EXECUTION
2026-07-06T00:15:25.039,gNB-001,NRCell-002,893216d15d,UE-921701,HANDOVER_EXECUTION
2026-07-06T00:15:57.701,gNB-001,NRCell-001,e727bfe905,UE-791856,NORMAL_RELEASE
2026-07-06T00:16:04.671,gNB-002,NRCell-004,ccd8030b57,UE-796667,NORMAL_RELEASE
2026-07-06T00:16:18.911,gNB-002,NRCell-004,37f89b4851,UE-721203,RRC_SETUP_REQUEST
2026-07-06T00:16:18.956,gNB-002,NRCell-004,37f89b4851,UE-721203,RRC_SETUP_COMPLETE
2026-07-06T00:16:19.091,gNB-002,NRCell-004,37f89b4851,UE-721203,PDU_SESSION_ESTABLISHED
2026-07-06T00:16:22.171,gNB-001,NRCell-002,893216d15d,UE-921701,NORMAL_RELEASE
2026-07-06T00:17:22.971,gNB-001,NRCell-001,e75215217f,UE-604688,RRC_SETUP_REQUEST
2026-07-06T00:17:23.016,gNB-001,NRCell-001,e75215217f,UE-604688,RRC_SETUP_COMPLETE
2026-07-06T00:17:23.151,gNB-001,NRCell-001,e75215217f,UE-604688,PDU_SESSION_ESTABLISHED
2026-07-06T00:17:28.613,gNB-001,NRCell-001,e75215217f,UE-604688,HANDOVER_EXECUTION
2026-07-06T00:17:31.662,gNB-002,NRCell-004,37f89b4851,UE-721203,NORMAL_RELEASE
2026-07-06T00:17:34.256,gNB-001,NRCell-001,e75215217f,UE-604688,NORMAL_RELEASE
2026-07-06T00:22:08.447,gNB-001,NRCell-001,181de065ec,UE-096660,RRC_SETUP_REQUEST
2026-07-06T00:22:08.492,gNB-001,NRCell-001,181de065ec,UE-096660,RRC_SETUP_COMPLETE
2026-07-06T00:22:08.627,gNB-001,NRCell-001,181de065ec,UE-096660,PDU_SESSION_ESTABLISHED
2026-07-06T00:22:59.198,gNB-001,NRCell-001,181de065ec,UE-096660,NORMAL_RELEASE
2026-07-06T00:25:40.625,gNB-001,NRCell-002,ee76feebc6,UE-932443,RRC_SETUP_REQUEST
2026-07-06T00:25:40.670,gNB-001,NRCell-002,ee76feebc6,UE-932443,RRC_SETUP_COMPLETE
2026-07-06T00:25:40.805,gNB-001,NRCell-002,ee76feebc6,UE-932443,PDU_SESSION_ESTABLISHED
2026-07-06T00:25:55.397,gNB-001,NRCell-002,ee76feebc6,UE-932443,HANDOVER_EXECUTION
2026-07-06T00:26:10.169,gNB-001,NRCell-002,ee76feebc6,UE-932443,NORMAL_RELEASE
2026-07-06T00:26:52.963,gNB-002,NRCell-006,92781d4e84,UE-233442,RRC_SETUP_REQUEST
2026-07-06T00:26:53.008,gNB-002,NRCell-006,92781d4e84,UE-233442,RRC_SETUP_COMPLETE
2026-07-06T00:26:53.143,gNB-002,NRCell-006,92781d4e84,UE-233442,PDU_SESSION_ESTABLISHED
2026-07-06T00:27:32.821,gNB-002,NRCell-006,92781d4e84,UE-233442,NORMAL_RELEASE
2026-07-06T00:28:43.986,gNB-002,NRCell-004,2941d46c9b,UE-702661,RRC_SETUP_REQUEST
2026-07-06T00:28:44.031,gNB-002,NRCell-004,2941d46c9b,UE-702661,RRC_SETUP_COMPLETE
2026-07-06T00:28:44.166,gNB-002,NRCell-004,2941d46c9b,UE-702661,PDU_SESSION_ESTABLISHED
2026-07-06T00:31:29.869,gNB-002,NRCell-004,2941d46c9b,UE-702661,NORMAL_RELEASE
2026-07-06T00:35:47.424,gNB-002,NRCell-004,0e7b06f18c,UE-631337,RRC_SETUP_REQUEST
2026-07-06T00:35:47.469,gNB-002,NRCell-004,0e7b06f18c,UE-631337,RRC_SETUP_COMPLETE
2026-07-06T00:35:47.604,gNB-002,NRCell-004,0e7b06f18c,UE-631337,PDU_SESSION_ESTABLISHED
2026-07-06T00:35:56.733,gNB-002,NRCell-004,0e7b06f18c,UE-631337,HANDOVER_EXECUTION
2026-07-06T00:36:06.042,gNB-002,NRCell-004,0e7b06f18c,UE-631337,NORMAL_RELEASE
2026-07-06T00:37:09.908,gNB-001,NRCell-001,bfbd55c058,UE-811913,RRC_SETUP_REQUEST
2026-07-06T00:37:09.953,gNB-001,NRCell-001,bfbd55c058,UE-811913,RRC_SETUP_COMPLETE
2026-07-06T00:37:10.088,gNB-001,NRCell-001,bfbd55c058,UE-811913,PDU_SESSION_ESTABLISHED
2026-07-06T00:37:19.478,gNB-001,NRCell-001,bfbd55c058,UE-811913,HANDOVER_EXECUTION
2026-07-06T00:37:29.049,gNB-001,NRCell-001,bfbd55c058,UE-811913,NORMAL_RELEASE
2026-07-06T00:38:29.876,gNB-001,NRCell-001,41c48a36da,UE-537028,RRC_SETUP_REQUEST
2026-07-06T00:38:29.921,gNB-001,NRCell-001,41c48a36da,UE-537028,RRC_SETUP_COMPLETE
2026-07-06T00:38:30.056,gNB-001,NRCell-001,41c48a36da,UE-537028,PDU_SESSION_ESTABLISHED
2026-07-06T00:39:06.218,gNB-001,NRCell-002,9376c70664,UE-468477,RRC_SETUP_REQUEST
2026-07-06T00:39:06.263,gNB-001,NRCell-002,9376c70664,UE-468477,RRC_SETUP_COMPLETE
2026-07-06T00:39:06.398,gNB-001,NRCell-002,9376c70664,UE-468477,PDU_SESSION_ESTABLISHED
2026-07-06T00:39:09.820,gNB-001,NRCell-001,41c48a36da,UE-537028,NORMAL_RELEASE
2026-07-06T00:39:14.219,gNB-001,NRCell-002,9376c70664,UE-468477,NORMAL_RELEASE
2026-07-06T00:40:27.548,gNB-002,NRCell-006,f3473ab082,UE-564096,RRC_SETUP_REQUEST
2026-07-06T00:40:27.593,gNB-002,NRCell-006,f3473ab082,UE-564096,RRC_SETUP_COMPLETE
2026-07-06T00:40:27.728,gNB-002,NRCell-006,f3473ab082,UE-564096,PDU_SESSION_ESTABLISHED
2026-07-06T00:40:48.264,gNB-002,NRCell-006,f3473ab082,UE-564096,NORMAL_RELEASE
2026-07-06T00:43:01.840,gNB-002,NRCell-004,d2ee0756ae,UE-944946,RRC_SETUP_REQUEST
2026-07-06T00:43:01.885,gNB-002,NRCell-004,d2ee0756ae,UE-944946,RRC_SETUP_COMPLETE
2026-07-06T00:43:02.020,gNB-002,NRCell-004,d2ee0756ae,UE-944946,PDU_SESSION_ESTABLISHED
2026-07-06T00:43:30.272,gNB-002,NRCell-004,d2ee0756ae,UE-944946,HANDOVER_EXECUTION
2026-07-06T00:43:58.704,gNB-002,NRCell-004,d2ee0756ae,UE-944946,NORMAL_RELEASE
2026-07-06T00:46:06.926,gNB-002,NRCell-004,cd5aa348cd,UE-365783,RRC_SETUP_REQUEST
2026-07-06T00:46:06.971,gNB-002,NRCell-004,cd5aa348cd,UE-365783,RRC_SETUP_COMPLETE
2026-07-06T00:46:07.106,gNB-002,NRCell-004,cd5aa348cd,UE-365783,PDU_SESSION_ESTABLISHED
2026-07-06T00:46:15.056,gNB-002,NRCell-004,cd5aa348cd,UE-365783,NORMAL_RELEASE
2026-07-06T00:47:05.227,gNB-002,NRCell-006,9667df8cb4,UE-278272,RRC_SETUP_REQUEST
2026-07-06T00:47:05.272,gNB-002,NRCell-006,9667df8cb4,UE-278272,RRC_SETUP_COMPLETE
2026-07-06T00:47:05.407,gNB-002,NRCell-006,9667df8cb4,UE-278272,PDU_SESSION_ESTABLISHED
2026-07-06T00:47:20.989,gNB-002,NRCell-006,9667df8cb4,UE-278272,NORMAL_RELEASE
2026-07-06T00:49:49.698,gNB-002,NRCell-004,a4e2951d1a,UE-959337,RRC_SETUP_REQUEST
2026-07-06T00:49:49.743,gNB-002,NRCell-004,a4e2951d1a,UE-959337,RRC_SETUP_COMPLETE
2026-07-06T00:49:49.878,gNB-002,NRCell-004,a4e2951d1a,UE-959337,PDU_SESSION_ESTABLISHED
2026-07-06T00:50:33.412,gNB-002,NRCell-004,a4e2951d1a,UE-959337,NORMAL_RELEASE
2026-07-06T00:55:25.024,gNB-001,NRCell-001,90ec47b60b,UE-760726,RRC_SETUP_REQUEST
2026-07-06T00:55:25.069,gNB-001,NRCell-001,90ec47b60b,UE-760726,RRC_SETUP_COMPLETE
2026-07-06T00:55:25.204,gNB-001,NRCell-001,90ec47b60b,UE-760726,PDU_SESSION_ESTABLISHED
2026-07-06T00:56:00.529,gNB-001,NRCell-002,f6ae1e1d5f,UE-870968,RRC_SETUP_REQUEST
2026-07-06T00:56:00.574,gNB-001,NRCell-002,f6ae1e1d5f,UE-870968,RRC_SETUP_COMPLETE
2026-07-06T00:56:00.709,gNB-001,NRCell-002,f6ae1e1d5f,UE-870968,PDU_SESSION_ESTABLISHED
2026-07-06T00:56:03.667,gNB-001,NRCell-001,90ec47b60b,UE-760726,ABNORMAL_RELEASE
2026-07-06T00:56:05.789,gNB-001,NRCell-002,f6ae1e1d5f,UE-870968,NORMAL_RELEASE
2026-07-06T00:56:41.039,gNB-001,NRCell-001,a9c0e0aae0,UE-815014,RRC_SETUP_REQUEST
2026-07-06T00:56:41.084,gNB-001,NRCell-001,a9c0e0aae0,UE-815014,RRC_SETUP_COMPLETE
2026-07-06T00:56:41.219,gNB-001,NRCell-001,a9c0e0aae0,UE-815014,PDU_SESSION_ESTABLISHED
2026-07-06T00:56:49.962,gNB-001,NRCell-001,a9c0e0aae0,UE-815014,HANDOVER_EXECUTION
2026-07-06T00:56:58.884,gNB-001,NRCell-001,a9c0e0aae0,UE-815014,NORMAL_RELEASE
2026-07-06T01:00:41.733,gNB-001,NRCell-002,4a44e2b0d2,UE-768366,RRC_SETUP_REQUEST
2026-07-06T01:00:41.778,gNB-001,NRCell-002,4a44e2b0d2,UE-768366,RRC_SETUP_COMPLETE
2026-07-06T01:00:41.913,gNB-001,NRCell-002,4a44e2b0d2,UE-768366,PDU_SESSION_ESTABLISHED
2026-07-06T01:01:32.620,gNB-001,NRCell-002,4a44e2b0d2,UE-768366,NORMAL_RELEASE
2026-07-06T01:06:41.011,gNB-001,NRCell-001,3c916b5dd2,UE-990860,RRC_SETUP_REQUEST
2026-07-06T01:06:41.056,gNB-001,NRCell-001,3c916b5dd2,UE-990860,RRC_SETUP_COMPLETE
2026-07-06T01:06:41.191,gNB-001,NRCell-001,3c916b5dd2,UE-990860,PDU_SESSION_ESTABLISHED
2026-07-06T01:09:00.640,gNB-002,NRCell-004,3784a46c9b,UE-244219,RRC_SETUP_REQUEST
2026-07-06T01:09:00.685,gNB-002,NRCell-004,3784a46c9b,UE-244219,RRC_SETUP_COMPLETE
2026-07-06T01:09:00.820,gNB-002,NRCell-004,3784a46c9b,UE-244219,PDU_SESSION_ESTABLISHED
2026-07-06T01:09:23.293,gNB-001,NRCell-001,3c916b5dd2,UE-990860,NORMAL_RELEASE
2026-07-06T01:09:45.216,gNB-002,NRCell-004,3784a46c9b,UE-244219,HANDOVER_EXECUTION
2026-07-06T01:10:29.792,gNB-002,NRCell-004,3784a46c9b,UE-244219,NORMAL_RELEASE
2026-07-06T01:13:45.443,gNB-002,NRCell-004,3625e239f2,UE-313277,RRC_SETUP_REQUEST
2026-07-06T01:13:45.488,gNB-002,NRCell-004,3625e239f2,UE-313277,RRC_SETUP_COMPLETE
2026-07-06T01:13:45.623,gNB-002,NRCell-004,3625e239f2,UE-313277,PDU_SESSION_ESTABLISHED
2026-07-06T01:13:57.086,gNB-001,NRCell-001,78c25ff576,UE-729895,RRC_SETUP_REQUEST
2026-07-06T01:13:57.131,gNB-001,NRCell-001,78c25ff576,UE-729895,RRC_SETUP_COMPLETE
